id,bureau,adresse,cp,ville,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode
2,2,À LA GARE D'ABLON-SUR-SEINE,94480.0,ABLON-SUR-SEINE,48.721501,2.414158,Rue d'Ablon 94480 Ablon-sur-Seine,0.55,street,94001_0005_91c2fd,,Rue d'Ablon,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
3,1,,94480.0,ABLON-SUR-SEINE,48.725322999999996,2.420865,Ablon-sur-Seine,0.65,town,94001,,Ablon-sur-Seine,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
4,1,36 BIS RUE DU BAC,94480.0,ABLON-SUR-SEINE,48.724061999999996,2.4193029999999998,36 BIS Impasse du Bac 94480 Ablon-sur-Seine,0.71,housenumber,ADRNIVX_0000000271051249,36 BIS,Impasse du Bac,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
5,4,4 QUATER RUE DES BELGES,94480.0,ABLON-SUR-SEINE,48.725082,2.4254849999999997,Rue des Belges 94480 Ablon-sur-Seine,0.73,street,94001_0060_a3d92c,,Rue des Belges,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
6,4,5 7 RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.725249,2.4279439999999997,Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.73,street,94001_XXXX_31e63b,,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
7,2,4 TER RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.725927,2.418685,4 T Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.74,housenumber,ADRNIVX_0000000271049970,4 T,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
8,2,13   RUE SIMON,,ABLON-SUR-SEINE,48.724532,2.4238560000000002,13 Rue Simon 94480 Ablon-sur-Seine,0.75,housenumber,ADRNIVX_0000000271050867,13,Rue Simon,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
9,2,4 B RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.725753000000005,2.42033,4 BIS Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.75,housenumber,ADRNIVX_0000000271049968,4 BIS,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
10,1,2   IMPASSE DE L'ABBÉ LASSAILLY,94480.0,ABLON-SUR-SEINE,48.721919,2.417592,2 Passage de l'Abbé Lassailly 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000312900092,2,Passage de l'Abbé Lassailly,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
11,2,9 B RUE DU MARÉCHAL FOCH,94480.0,ABLON-SUR-SEINE,48.724909999999994,2.4207560000000004,9 BIS Rue Maréchal Foch 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050550,9 BIS,Rue Maréchal Foch,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
12,3,2 BIS IMPASSE GEUFFRON,94480.0,ABLON-SUR-SEINE,48.720696999999994,2.416187,Impasse Geuffron 94480 Ablon-sur-Seine,0.78,street,94001_0300_416e84,,Impasse Geuffron,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
13,4,1   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.724619,2.4271119999999997,1 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050850,1,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
14,4,10   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.725128999999995,2.4269369999999997,10 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050512,10,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
15,4,11   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.725359999999995,2.4262099999999998,11 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050205,11,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
16,4,12   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.725239,2.426877,12 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050513,12,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
17,4,13   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.725408,2.426037,13 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050207,13,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
18,4,16   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.725665,2.4254830000000003,16 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050211,16,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
19,4,2   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.724672999999996,2.4271830000000003,2 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050851,2,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
20,4,3   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.724835,2.426936,3 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050852,3,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
21,4,4   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.724790999999996,2.427135,4 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050853,4,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
22,4,5   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.725027000000004,2.4268330000000002,5 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050508,5,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
23,4,7   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.72526,2.426562,7 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050514,7,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
24,4,8   RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.725015,2.4269979999999998,8 Avenue Aristide Briand 94480 Ablon-sur-Seine,0.78,housenumber,ADRNIVX_0000000271050511,8,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
25,2,10   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.72675,2.418717,10 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049379,10,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
26,2,14   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.726946999999996,2.418727,14 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049381,14,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
27,2,15   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.726416,2.4185939999999997,15 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049684,15,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
28,2,16   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.726883,2.418707,16 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049382,16,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
29,2,17   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.726603000000004,2.4185830000000004,17 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049687,17,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
30,2,18   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.727058,2.418733,18 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049384,18,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
31,2,20   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.72721,2.418746,20 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049113,20,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
32,2,24   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.727869,2.418788,24 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049115,24,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
33,2,25   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.727101,2.418615,25 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049388,25,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
34,2,26   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.728125,2.41879,26 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271048575,26,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
35,2,27   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.727524,2.417632,27 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049119,27,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
36,2,28   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.728365000000004,2.418796,28 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271048576,28,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
37,2,3   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.725319,2.41854,3 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050243,3,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
38,2,34   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.728665,2.418807,34 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271048342,34,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
39,2,35   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.727884,2.418634,35 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271048841,35,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
40,2,36   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.728789,2.418807,36 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271048343,36,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
41,2,37   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.727999,2.41865,37 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271048842,37,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
42,2,41   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.728291999999996,2.4186509999999997,41 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271048579,41,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
43,2,5   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.725464,2.4185380000000003,5 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050244,5,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
44,2,6   RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.726019,2.418752,6 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271049971,6,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
45,4,1   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.724854,2.428225,1 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050832,1,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
46,4,10   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.725248,2.428086,10 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050507,10,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
47,4,12   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.725367999999996,2.428022,12 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050198,12,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
48,4,14   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.725478,2.427964,14 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050199,14,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
49,4,17 BIS RUE ARISTIDE BRIAND,94480.0,ABLON-SUR-SEINE,48.725521,2.425648,17 BIS Avenue Aristide Briand 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050214,17 BIS,Avenue Aristide Briand,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
50,4,2   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.724744,2.428385,2 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050833,2,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
51,4,22   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.725394,2.426927,22 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050204,22,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
52,4,23 QUATER ROUTE DE VILLENEUVE,94480.0,ABLON-SUR-SEINE,48.725075,2.431306,23 Q Route de Villeneuve 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050483,23 Q,Route de Villeneuve,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
53,4,23 QUINTE ROUTE DE VILLENEUVE,94480.0,ABLON-SUR-SEINE,48.724981,2.430805,23 Route de Villeneuve 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050491,23,Route de Villeneuve,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
54,4,3   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.725031,2.428129,3 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050502,3,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
55,4,4   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.724921,2.4282630000000003,4 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050503,4,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
56,4,5   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.725134000000004,2.4280720000000002,5 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050506,5,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
57,4,6   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.72502,2.428211,6 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050504,6,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
58,4,8   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.72514,2.428144,8 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050505,8,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
59,4,9   RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.725363,2.427946,9 Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.79,housenumber,ADRNIVX_0000000271050197,9,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
60,2,1   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.724556,2.419118,1 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050914,1,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
61,2,10   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.72663,2.421394,10 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271049671,10,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
62,2,11   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.725347,2.41993,11 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050239,11,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
63,2,12   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.726801,2.421621,12 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271049375,12,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
64,2,13   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.725477000000005,2.420032,13 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050240,13,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
65,2,15   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.725639,2.420141,15 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050241,15,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
66,2,17 BIS RUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.726729,2.418576,17 BIS Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271049383,17 BIS,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
67,2,18   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.727815,2.422927,18 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271048818,18,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
68,2,2   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.725507,2.420156,2 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050237,2,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
69,2,20   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.728256,2.423432,20 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271048545,20,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
70,2,3   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.724854,2.419441,3 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050915,3,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
71,2,4   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.725606,2.420391,4 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050238,4,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
72,2,5   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.724987,2.419584,5 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050555,5,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
73,2,6   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.726331,2.420999,6 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271049672,6,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
74,2,7   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.725106,2.419725,7 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050558,7,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
75,2,9   RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.725202,2.419837,9 Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050554,9,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
76,4,18 BIS RUE DE LA CIE PARIS-ORLÉANS,94480.0,ABLON-SUR-SEINE,48.725570000000005,2.427619,18 BIS Rue de la Compagnie Paris-Orléans 94480 Ablon-sur-Seine,0.8,housenumber,ADRNIVX_0000000271050201,18 BIS,Rue de la Compagnie Paris-Orléans,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
77,2,18 TER RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.728001,2.423149,18 TER Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.81,housenumber,ADRNIVX_0000000271048820,18 TER,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
78,2,5 BIS RUE DU COLONEL P BROSSOLETTE,94480.0,ABLON-SUR-SEINE,48.725026,2.419629,5 BIS Rue du Colonel Pierre Brossolette 94480 Ablon-sur-Seine,0.81,housenumber,ADRNIVX_0000000271050556,5 BIS,Rue du Colonel Pierre Brossolette,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
79,1,17 BIS RUE DU BAC,94480.0,ABLON-SUR-SEINE,48.722668,2.4184799999999997,17 B Rue du Bac 94480 Ablon-sur-Seine,0.82,housenumber,ADRNIVX_0000000271051983,17 B,Rue du Bac,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
80,1,3 B PLACE CHOLLET,94480.0,ABLON-SUR-SEINE,48.721334000000006,2.4182650000000003,3 BIS Place Chollet 94480 Ablon-sur-Seine,0.82,housenumber,ADRNIVX_0000000271052625,3 BIS,Place Chollet,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
81,1,8 B RUE DU BAC,94480.0,ABLON-SUR-SEINE,48.722097,2.418523,8 BIS Rue du Bac 94480 Ablon-sur-Seine,0.82,housenumber,ADRNIVX_0000000271052218,8 BIS,Rue du Bac,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
82,2,12 B RUE SIMON,94480.0,ABLON-SUR-SEINE,48.724887,2.423718,12 BIS Rue Simon 94480 Ablon-sur-Seine,0.82,housenumber,ADRNIVX_0000000325385015,12 BIS,Rue Simon,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
